org,repo,actor,event_month,type,events,event_weight,event_type_diversity,event_type_freq
caffe2,AICamera,741zxc606,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,Ac2zoom,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,afcarl,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,akatoshking,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,AlexanderRadionov,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,andyli,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,AICamera,andyli,2018-05-01T07:00:00Z,PullRequestEvent,1,2,2,1
caffe2,AICamera,blackkensai,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,bubo0,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,budiman11120905,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,bwasti,2018-02-01T08:00:00Z,ForkEvent,1,0,2,1
caffe2,AICamera,bwasti,2018-02-01T08:00:00Z,PullRequestEvent,1,2,2,2
caffe2,AICamera,bwasti,2018-03-01T08:00:00Z,PullRequestEvent,1,2,2,2
caffe2,AICamera,bwasti,2018-03-01T08:00:00Z,PushEvent,1,2,2,1
caffe2,AICamera,ByGreez,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,byungjikroh,2018-05-01T07:00:00Z,WatchEvent,2,1,1,1
caffe2,AICamera,caffe2,2018-02-01T08:00:00Z,MemberEvent,6,2,1,1
caffe2,AICamera,caitiancai,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,chasedreamer,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,Christopheraburns,2018-02-01T08:00:00Z,IssuesEvent,1,2,1,1
caffe2,AICamera,chubylive,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,claytonblythe,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,codernaut,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,crz1336768325,2018-03-01T08:00:00Z,WatchEvent,2,1,1,1
caffe2,AICamera,daihk,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,daizeng1984,2018-04-01T07:00:00Z,ForkEvent,1,0,2,1
caffe2,AICamera,daizeng1984,2018-04-01T07:00:00Z,WatchEvent,1,0,2,1
caffe2,AICamera,davidishere,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,detectRecog,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,AICamera,Essarelle,2018-04-01T07:00:00Z,WatchEvent,2,1,1,1
caffe2,AICamera,ethan2lee,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,Evangeb,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,ExQDev,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,fangmingbnu,2018-03-01T08:00:00Z,ForkEvent,2,1,3,1
caffe2,AICamera,fangmingbnu,2018-03-01T08:00:00Z,IssueCommentEvent,2,1,3,1
caffe2,AICamera,fangmingbnu,2018-03-01T08:00:00Z,IssuesEvent,1,2,3,1
caffe2,AICamera,fanser,2018-06-01T07:00:00Z,IssuesEvent,1,2,1,1
caffe2,AICamera,farhan333,2018-05-01T07:00:00Z,WatchEvent,2,1,1,1
caffe2,AICamera,felixwang,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,ffadilaputra,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,flyhighzy,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,FoolishYu,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,Frank-Xu0818,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,gigwegbe,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,Gokkulnath,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,Goku132,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,goldsborough,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,3,1
caffe2,AICamera,goldsborough,2018-02-01T08:00:00Z,PullRequestEvent,1,2,3,2
caffe2,AICamera,goldsborough,2018-02-01T08:00:00Z,PushEvent,1,2,3,2
caffe2,AICamera,goldsborough,2018-03-01T08:00:00Z,PullRequestEvent,1,2,2,2
caffe2,AICamera,goldsborough,2018-03-01T08:00:00Z,PushEvent,2,2,2,2
caffe2,AICamera,GreenLabPk,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,HanqingLee,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,hawskpy,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,hhlgithub,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,himankmaan,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,ideaRunner,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,jacklam718,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,JeeheonKim,2018-06-01T07:00:00Z,ForkEvent,1,0,2,1
caffe2,AICamera,JeeheonKim,2018-06-01T07:00:00Z,WatchEvent,1,0,2,1
caffe2,AICamera,jeetdholakia,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,jiankaiwang,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,jorge-pessoa,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,AICamera,justTalk,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,kindlychung,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,Kogl1n,2018-03-01T08:00:00Z,ForkEvent,1,0,2,1
caffe2,AICamera,Kogl1n,2018-03-01T08:00:00Z,WatchEvent,2,1,2,1
caffe2,AICamera,lbin,2018-03-01T08:00:00Z,WatchEvent,2,1,1,1
caffe2,AICamera,libralc,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,luisvega23,2018-06-01T07:00:00Z,IssueCommentEvent,2,1,1,1
caffe2,AICamera,luojie1024,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,luteresa,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,luvyouso,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,luyuhua,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,AICamera,manguluka,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,moizsajid,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,mythilivadali,2018-02-01T08:00:00Z,ForkEvent,1,0,2,2
caffe2,AICamera,mythilivadali,2018-02-01T08:00:00Z,IssuesEvent,1,2,2,1
caffe2,AICamera,mythilivadali,2018-03-01T08:00:00Z,ForkEvent,1,0,2,2
caffe2,AICamera,mythilivadali,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,AICamera,NoneLand,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,oncealong,2018-02-01T08:00:00Z,WatchEvent,2,1,1,1
caffe2,AICamera,onlyguy,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,orionr,2018-02-01T08:00:00Z,PullRequestReviewCommentEvent,1,1,1,1
caffe2,AICamera,orionr,2018-03-01T08:00:00Z,ForkEvent,1,0,5,1
caffe2,AICamera,orionr,2018-03-01T08:00:00Z,IssueCommentEvent,2,1,5,1
caffe2,AICamera,orionr,2018-03-01T08:00:00Z,IssuesEvent,1,2,5,1
caffe2,AICamera,orionr,2018-03-01T08:00:00Z,PullRequestEvent,5,2,5,1
caffe2,AICamera,orionr,2018-03-01T08:00:00Z,PushEvent,1,2,5,1
caffe2,AICamera,pawanman56,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,postal007,2018-02-01T08:00:00Z,PushEvent,2,2,1,1
caffe2,AICamera,qsheeeeen,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,reeebot,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,RichieMay,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,ritchieng,2018-05-01T07:00:00Z,WatchEvent,2,1,1,1
caffe2,AICamera,rlegithub,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,AICamera,rlegithub,2018-05-01T07:00:00Z,IssuesEvent,1,2,2,1
caffe2,AICamera,rsantina,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,shubhampachori12110095,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,soul7630,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,spencial,2018-03-01T08:00:00Z,ForkEvent,2,1,4,1
caffe2,AICamera,spencial,2018-03-01T08:00:00Z,IssueCommentEvent,4,2,4,1
caffe2,AICamera,spencial,2018-03-01T08:00:00Z,PullRequestEvent,1,2,4,1
caffe2,AICamera,spencial,2018-03-01T08:00:00Z,WatchEvent,1,0,4,1
caffe2,AICamera,super0086,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,Swall0w,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,SyrianSpock,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,TangShengqin,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,TFGT,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,TianFuKang,2018-03-01T08:00:00Z,ForkEvent,1,0,2,1
caffe2,AICamera,TianFuKang,2018-03-01T08:00:00Z,WatchEvent,1,0,2,1
caffe2,AICamera,toanhvu,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,tornadory,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,trinh-binh,2018-03-01T08:00:00Z,ForkEvent,1,0,2,1
caffe2,AICamera,trinh-binh,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,2
caffe2,AICamera,trinh-binh,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,2
caffe2,AICamera,uelordi01,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,why702,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,AICamera,why702,2018-05-01T07:00:00Z,WatchEvent,1,0,2,1
caffe2,AICamera,winter1988,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,AICamera,wxianfeng,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,xdever,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,xieshuigeng,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,xudjx,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,XuewenLiao,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,xxzj990,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,YanHsia,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,YiLin-Chen,2018-05-01T07:00:00Z,IssueCommentEvent,3,2,1,1
caffe2,AICamera,zcylno,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,zgsxwsdxg,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,AICamera,zhanglianyu0911,2018-05-01T07:00:00Z,IssueCommentEvent,2,1,2,1
caffe2,AICamera,zhanglianyu0911,2018-05-01T07:00:00Z,IssuesEvent,1,2,2,1
caffe2,AICamera,zhaofenqiang,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,Zolaarchie927,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,AICamera,zqc17,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,Alfo5123,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,almightyyeh,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,andrewssobral,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,araffin,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,blueviggen,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,caozhengquan,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,BlueWhale,chaosoder,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,chinpeng,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,BlueWhale,econti,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,facebook-github-bot,2018-01-01T08:00:00Z,PushEvent,8,3,1,4
caffe2,BlueWhale,facebook-github-bot,2018-02-01T08:00:00Z,PushEvent,14,3,1,4
caffe2,BlueWhale,facebook-github-bot,2018-03-01T08:00:00Z,PushEvent,12,3,1,4
caffe2,BlueWhale,facebook-github-bot,2018-04-01T07:00:00Z,PushEvent,1,2,1,4
caffe2,BlueWhale,florianbegusch,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,flyyufelix,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,framework-learner,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,BlueWhale,ilyassjaatit,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,JinyiLu,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,Johnson-yue,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,junsuper17,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,Kogl1n,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,louismhowe,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,MisterTea,2018-01-01T08:00:00Z,IssueCommentEvent,2,1,2,3
caffe2,BlueWhale,MisterTea,2018-01-01T08:00:00Z,PullRequestEvent,1,2,2,1
caffe2,BlueWhale,MisterTea,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,1,3
caffe2,BlueWhale,MisterTea,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,3
caffe2,BlueWhale,mllobet,2018-01-01T08:00:00Z,IssuesEvent,1,2,1,1
caffe2,BlueWhale,moondowner,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,naok,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,smrjan,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,tanliboy,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,tony32769,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,BlueWhale,wall72,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,werminghoff,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,yuq-1s,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,BlueWhale,zhenpingfeng,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe,dbyoung720,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe,jjdengjj,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe,littleeleventhwolf,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,01y,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,06094051,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,0wu,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,caffe2,0x414c,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,0xpwn,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,1013553207,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,13983607003,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,307783,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,3b295,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,404fovnd,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,4DLCREATE,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,5a43,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,757113854,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,7oud,2018-02-01T08:00:00Z,IssueCommentEvent,8,2,2,2
caffe2,caffe2,7oud,2018-02-01T08:00:00Z,IssuesEvent,1,2,2,2
caffe2,caffe2,7oud,2018-03-01T08:00:00Z,IssueCommentEvent,5,2,2,2
caffe2,caffe2,7oud,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,2
caffe2,caffe2,935048000,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,981935539,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,994374821,2018-03-01T08:00:00Z,IssuesEvent,2,2,1,2
caffe2,caffe2,994374821,2018-04-01T07:00:00Z,IssuesEvent,1,2,1,2
caffe2,caffe2,a-rogues-gallery,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aaron43071p,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aaronsey,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aazzolini,2018-03-01T08:00:00Z,ForkEvent,1,0,2,1
caffe2,caffe2,aazzolini,2018-03-01T08:00:00Z,WatchEvent,1,0,2,1
caffe2,caffe2,ab-sin-the,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,abakane1,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,AbangSD,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,ABcDexter,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,abdulazismaulana,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,abhi-kumar,2018-02-01T08:00:00Z,ForkEvent,1,0,3,1
caffe2,caffe2,abhi-kumar,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,3,1
caffe2,caffe2,abhi-kumar,2018-02-01T08:00:00Z,PullRequestEvent,1,2,3,1
caffe2,caffe2,abhi-rf,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,caffe2,abhinavtech,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,AbhirajHinge,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,caffe2,AbhirajHinge,2018-01-01T08:00:00Z,IssuesEvent,1,2,2,1
caffe2,caffe2,abhishekrana,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,abreheret,2018-02-01T08:00:00Z,ForkEvent,1,0,2,1
caffe2,caffe2,abreheret,2018-02-01T08:00:00Z,WatchEvent,1,0,2,1
caffe2,caffe2,abrichr,2018-05-01T07:00:00Z,ForkEvent,1,0,2,1
caffe2,caffe2,abrichr,2018-05-01T07:00:00Z,PullRequestEvent,1,2,2,1
caffe2,caffe2,absurdliyang,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,caffe2,absurdliyang,2018-03-01T08:00:00Z,IssuesEvent,2,2,2,1
caffe2,caffe2,Ac2zoom,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aca10jl,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,ACAVJW4H,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,acewjh,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,caffe2,acewjh,2018-02-01T08:00:00Z,IssuesEvent,1,2,2,1
caffe2,caffe2,acnokegoo,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,1
caffe2,caffe2,acnokegoo,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,1
caffe2,caffe2,actank,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,activars,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,adalisan,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,adavoudi,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,Addlian,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,adepace2,2018-01-01T08:00:00Z,IssuesEvent,2,2,1,1
caffe2,caffe2,ADHwang,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aditijadhav38,2018-01-01T08:00:00Z,IssueCommentEvent,3,2,1,1
caffe2,caffe2,Adolfawa,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,Adventurous1,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,advorkin,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,caffe2,Aeidelos,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aeioaeu,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aeloyq,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,afantee,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,afcarl,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,afritzler,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,afterc,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,again4you,2018-01-01T08:00:00Z,PullRequestReviewCommentEvent,2,1,1,1
caffe2,caffe2,agdyangkang,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,agilmor,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,caffe2,aGrimes94,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aguardar,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,ahkarami,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,2
caffe2,caffe2,ahkarami,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,1
caffe2,caffe2,ahkarami,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,2
caffe2,caffe2,Ahmedfcis,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,Ahmedfcis,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,caffe2,ahujwcao,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aiifabbf,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,aion82,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,airysen,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,AIZERO,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,ajinkyapuar,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,ajphukan,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,AJSir,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,ajtulloch,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,1,2
caffe2,caffe2,ajtulloch,2018-03-01T08:00:00Z,IssueCommentEvent,2,1,1,2
caffe2,caffe2,akai-z,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,akakcolin,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,caffe2,akatoshking,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,akhabali,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,akiozihao,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,akirayu101,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,akiross,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,akm76,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,Akramz,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,Akshat4112,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,akshay-raj-dhamija,2018-03-01T08:00:00Z,IssueCommentEvent,3,2,2,1
caffe2,caffe2,akshay-raj-dhamija,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,1
caffe2,caffe2,akshaybabloo,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,Akumamos,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alaingalvan,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alanefl,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alanwang-dev,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,alanyannick,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,albertico,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,albertico-gov,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,AlbertZLiang,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alecnicol,2018-04-01T07:00:00Z,ForkEvent,1,0,2,1
caffe2,caffe2,alecnicol,2018-04-01T07:00:00Z,WatchEvent,1,0,2,1
caffe2,caffe2,AleksandarKosev,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,AlessandroCorradini,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alex-agency,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alex-egorov,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,alexandresablayrolles,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
caffe2,caffe2,AlexanLee,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alexge233,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,1,1
caffe2,caffe2,AlexiaChen,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alexmedison,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
caffe2,caffe2,alexpantyukhin,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
