org,repo,actor,event_month,type,events,event_weight,event_type_diversity,event_type_freq
pytorch,pytorch,kaiquewdev,2018-04-01T07:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,kaisar420,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaisark,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaitoops,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Kaixhin,2018-01-01T08:00:00Z,ForkEvent,1,0,4,1
pytorch,pytorch,Kaixhin,2018-01-01T08:00:00Z,IssueCommentEvent,13,3,4,4
pytorch,pytorch,Kaixhin,2018-01-01T08:00:00Z,PullRequestEvent,5,2,4,2
pytorch,pytorch,Kaixhin,2018-01-01T08:00:00Z,PullRequestReviewCommentEvent,6,2,4,2
pytorch,pytorch,Kaixhin,2018-02-01T08:00:00Z,IssueCommentEvent,8,2,4,4
pytorch,pytorch,Kaixhin,2018-02-01T08:00:00Z,IssuesEvent,1,2,4,1
pytorch,pytorch,Kaixhin,2018-02-01T08:00:00Z,PullRequestEvent,1,2,4,2
pytorch,pytorch,Kaixhin,2018-02-01T08:00:00Z,PullRequestReviewCommentEvent,5,2,4,2
pytorch,pytorch,Kaixhin,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,4
pytorch,pytorch,Kaixhin,2018-06-01T07:00:00Z,IssueCommentEvent,2,1,1,4
pytorch,pytorch,Kaixin-Wu,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaiyes,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KaiyuYue,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,2,2
pytorch,pytorch,KaiyuYue,2018-01-01T08:00:00Z,IssuesEvent,2,2,2,3
pytorch,pytorch,KaiyuYue,2018-03-01T08:00:00Z,IssuesEvent,1,2,1,3
pytorch,pytorch,KaiyuYue,2018-04-01T07:00:00Z,IssueCommentEvent,7,2,1,2
pytorch,pytorch,KaiyuYue,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,3
pytorch,pytorch,kaizerw,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaizhang,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kakaman,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaktumar,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kalaomer,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kalcohol,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaleaht,2018-06-01T07:00:00Z,PullRequestEvent,1,2,1,1
pytorch,pytorch,kaleocheng,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kalngyk,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kamgurgul,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kamilc,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kamildar,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KamilLegault,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Kaming,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kamo-naoyuki,2018-03-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,KamranAlipour,2018-06-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,kamwoh,2018-06-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,kamwoh,2018-06-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,kanbehmw,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Kandarp2516,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,KangboLu,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,kani339,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaorou1,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,kapilkd13,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,kapilkd13,2018-01-01T08:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,karajah90,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karajan1001,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KaramMawas,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,karanchahal,2018-02-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,karandwivedi42,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,4
pytorch,pytorch,karandwivedi42,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,4
pytorch,pytorch,karandwivedi42,2018-04-01T07:00:00Z,IssueCommentEvent,4,2,2,4
pytorch,pytorch,karandwivedi42,2018-04-01T07:00:00Z,IssuesEvent,2,2,2,4
pytorch,pytorch,karandwivedi42,2018-05-01T07:00:00Z,ForkEvent,3,1,4,2
pytorch,pytorch,karandwivedi42,2018-05-01T07:00:00Z,IssueCommentEvent,8,2,4,4
pytorch,pytorch,karandwivedi42,2018-05-01T07:00:00Z,IssuesEvent,2,2,4,4
pytorch,pytorch,karandwivedi42,2018-05-01T07:00:00Z,PullRequestEvent,1,2,4,2
pytorch,pytorch,karandwivedi42,2018-06-01T07:00:00Z,ForkEvent,1,0,5,2
pytorch,pytorch,karandwivedi42,2018-06-01T07:00:00Z,IssueCommentEvent,13,3,5,4
pytorch,pytorch,karandwivedi42,2018-06-01T07:00:00Z,IssuesEvent,1,2,5,4
pytorch,pytorch,karandwivedi42,2018-06-01T07:00:00Z,PullRequestEvent,6,2,5,2
pytorch,pytorch,karandwivedi42,2018-06-01T07:00:00Z,PullRequestReviewCommentEvent,9,2,5,1
pytorch,pytorch,KarasCanvas,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KarenUllrich,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,karetsu,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karhohs,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KarimaMa,2018-06-01T07:00:00Z,IssuesEvent,2,2,1,1
pytorch,pytorch,karimhasebou,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,1,2
pytorch,pytorch,karimhasebou,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,2
pytorch,pytorch,karlbateman,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karlind,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karlo12,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karlyeung,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karnikamit,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karoldvl,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,karray,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,karrylinyutou,2018-03-01T08:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,karrylinyutou,2018-03-01T08:00:00Z,WatchEvent,1,0,2,2
pytorch,pytorch,karrylinyutou,2018-04-01T07:00:00Z,WatchEvent,1,0,1,2
pytorch,pytorch,karsinkk,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KartheekGCR,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Karthik4293,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Karthikmvd,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Kartikvenkat98,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kashif,2018-01-01T08:00:00Z,IssueCommentEvent,2,1,2,2
pytorch,pytorch,kashif,2018-01-01T08:00:00Z,PullRequestEvent,1,2,2,2
pytorch,pytorch,kashif,2018-03-01T08:00:00Z,IssueCommentEvent,5,2,1,2
pytorch,pytorch,kashif,2018-04-01T07:00:00Z,PullRequestEvent,1,2,1,2
pytorch,pytorch,KasparPeterson,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,katnoria,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,katotetsuro,2018-02-01T08:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,katotetsuro,2018-02-01T08:00:00Z,PullRequestEvent,1,2,2,1
pytorch,pytorch,katrinleinweber,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,2
pytorch,pytorch,katrinleinweber,2018-03-01T08:00:00Z,PullRequestEvent,1,2,2,1
pytorch,pytorch,katrinleinweber,2018-05-01T07:00:00Z,IssueCommentEvent,2,1,1,2
pytorch,pytorch,katsos,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Katulaka,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kaushik1094,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kaustubhhiware,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kawing-chiu,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Kaythay,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kayzhou,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kb29x37,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kbhawkey,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kchen0x,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,kchen0x,2018-04-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,kctan-sb,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kdavis-mozilla,2018-03-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,Kdc23,2018-01-01T08:00:00Z,IssueCommentEvent,5,2,2,1
pytorch,pytorch,Kdc23,2018-01-01T08:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,KDercksen,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KDr2,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,KeCh96,2018-02-01T08:00:00Z,IssueCommentEvent,7,2,1,1
pytorch,pytorch,keepfit,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keer2345,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keidrun,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KeiichiHirobe,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keipertk,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,keipertk,2018-02-01T08:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,KeironO,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,keishinkickback,2018-01-01T08:00:00Z,ForkEvent,2,1,2,1
pytorch,pytorch,keishinkickback,2018-01-01T08:00:00Z,PullRequestEvent,1,2,2,1
pytorch,pytorch,KeithCu,2018-02-01T08:00:00Z,ForkEvent,1,0,4,1
pytorch,pytorch,KeithCu,2018-02-01T08:00:00Z,IssueCommentEvent,3,2,4,2
pytorch,pytorch,KeithCu,2018-02-01T08:00:00Z,IssuesEvent,1,2,4,1
pytorch,pytorch,KeithCu,2018-02-01T08:00:00Z,WatchEvent,1,0,4,1
pytorch,pytorch,KeithCu,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,2
pytorch,pytorch,keitheis,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KejiHan,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kejour,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kejriwalrahul,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keldLundgaard,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kelele67,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KelleyYin,2018-01-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,kellymarchisio,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,Kelym,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,Ken-Con,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,ken0nek,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Ken2yLiu,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kenfehling,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Kengstar,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kennetanti,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kennethzhu88,2018-05-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,kennethzhu88,2018-05-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,kenng,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kennyhorror,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KennyOnce,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kenqyu,2018-04-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,kenqyu,2018-04-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,kensoh,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KentFujii,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keon,2018-01-01T08:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,keon,2018-01-01T08:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,kepler92,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,kepler92,2018-02-01T08:00:00Z,IssuesEvent,2,2,2,1
pytorch,pytorch,keppelen,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keratin7,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kernel1983,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KernelLmd,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keroberotte,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Kevin-Lyu,2018-06-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,Kevin-Lyu,2018-06-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,kevin-xu,2018-03-01T08:00:00Z,WatchEvent,2,1,1,1
pytorch,pytorch,kevinbchen,2018-04-01T07:00:00Z,ForkEvent,1,0,3,1
pytorch,pytorch,kevinbchen,2018-04-01T07:00:00Z,PullRequestEvent,1,2,3,1
pytorch,pytorch,kevinbchen,2018-04-01T07:00:00Z,WatchEvent,1,0,3,1
pytorch,pytorch,kevincmann,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevincobain2000,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevincolyar,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevindangHust,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevingo,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinhjk,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinid,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinj22,2018-05-01T07:00:00Z,IssueCommentEvent,3,2,2,1
pytorch,pytorch,kevinj22,2018-05-01T07:00:00Z,IssuesEvent,4,2,2,1
pytorch,pytorch,kevinkepp,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinkle,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinleeex,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinlyu,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kevinlyu,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinmtian,2018-04-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,kevinmtian,2018-04-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,kevinptt0323,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,KevinSelenium,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kevintvh,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kevinyu1949,2018-05-01T07:00:00Z,WatchEvent,2,1,1,1
pytorch,pytorch,kevinzakka,2018-02-01T08:00:00Z,ForkEvent,1,0,3,1
pytorch,pytorch,kevinzakka,2018-02-01T08:00:00Z,IssueCommentEvent,6,2,3,4
pytorch,pytorch,kevinzakka,2018-02-01T08:00:00Z,PullRequestEvent,4,2,3,2
pytorch,pytorch,kevinzakka,2018-03-01T08:00:00Z,IssueCommentEvent,2,1,3,4
pytorch,pytorch,kevinzakka,2018-03-01T08:00:00Z,IssuesEvent,2,2,3,1
pytorch,pytorch,kevinzakka,2018-03-01T08:00:00Z,PullRequestEvent,1,2,3,2
pytorch,pytorch,kevinzakka,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,4
pytorch,pytorch,kevinzakka,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,4
pytorch,pytorch,Kexiii,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,keyurparalkar,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kfir-rocketrip,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kgraves,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KhagayN,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,khaiyong,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,khaknazarova,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Khallil,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,khangich,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,khanrc,2018-01-01T08:00:00Z,IssueCommentEvent,2,1,2,2
pytorch,pytorch,khanrc,2018-01-01T08:00:00Z,IssuesEvent,1,2,2,2
pytorch,pytorch,khanrc,2018-02-01T08:00:00Z,IssueCommentEvent,2,1,2,2
pytorch,pytorch,khanrc,2018-02-01T08:00:00Z,IssuesEvent,1,2,2,2
pytorch,pytorch,khemanivishal,2018-05-01T07:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,Khrylx,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,khshim,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,khtao,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,khurramHazen,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,khz1995,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Kick1986,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kickedinthehead,2018-05-01T07:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,kid2013,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kid4you,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kidman99,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kienpt,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Kikero1874,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kiki0805,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kiklata,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,killeder,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,killeent,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,Killerjay666,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,killmymates,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kimdwkimdw,2018-05-01T07:00:00Z,ForkEvent,1,0,4,1
pytorch,pytorch,kimdwkimdw,2018-05-01T07:00:00Z,IssueCommentEvent,5,2,4,2
pytorch,pytorch,kimdwkimdw,2018-05-01T07:00:00Z,IssuesEvent,1,2,4,1
pytorch,pytorch,kimdwkimdw,2018-05-01T07:00:00Z,PullRequestEvent,2,2,4,2
pytorch,pytorch,kimdwkimdw,2018-06-01T07:00:00Z,IssueCommentEvent,9,2,3,2
pytorch,pytorch,kimdwkimdw,2018-06-01T07:00:00Z,PullRequestEvent,1,2,3,2
pytorch,pytorch,kimdwkimdw,2018-06-01T07:00:00Z,PullRequestReviewCommentEvent,4,2,3,1
pytorch,pytorch,kimhyesuk,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kimifdw,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KimmoOjala,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,KimmoOjala,2018-05-01T07:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,kimmyzhang,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kinaa1,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kindanoob,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kindlychung,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,kindywu,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,King-Arthur-Pendragon,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,king33yoyo,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kingaza,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kingheshan,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kingleoric,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,KinglittleQ,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kingsleyluoxin,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,2
pytorch,pytorch,kingsleyluoxin,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,1,2
pytorch,pytorch,kingstarcraft,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,KingSuo,2018-05-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,KingSuo,2018-05-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,kingxueyuf,2018-02-01T08:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,kinjad,2018-06-01T07:00:00Z,ForkEvent,1,0,3,1
pytorch,pytorch,kinjad,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,3,1
pytorch,pytorch,kinjad,2018-06-01T07:00:00Z,PullRequestEvent,1,2,3,1
pytorch,pytorch,kinpol,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kiranshahi,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kirill-pinigin,2018-05-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,kirill-pinigin,2018-05-01T07:00:00Z,IssueCommentEvent,2,1,2,1
pytorch,pytorch,kiritigowda,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,kirk86,2018-03-01T08:00:00Z,IssuesEvent,1,2,1,2
pytorch,pytorch,kirk86,2018-04-01T07:00:00Z,IssueCommentEvent,4,2,2,1
pytorch,pytorch,kirk86,2018-04-01T07:00:00Z,IssuesEvent,2,2,2,2
pytorch,pytorch,KITSRicardoBarros,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kittipatv,2018-06-01T07:00:00Z,ForkEvent,1,0,5,1
pytorch,pytorch,kittipatv,2018-06-01T07:00:00Z,IssueCommentEvent,2,1,5,1
pytorch,pytorch,kittipatv,2018-06-01T07:00:00Z,PullRequestEvent,5,2,5,1
pytorch,pytorch,kittipatv,2018-06-01T07:00:00Z,PullRequestReviewCommentEvent,4,2,5,1
pytorch,pytorch,kittipatv,2018-06-01T07:00:00Z,WatchEvent,1,0,5,1
pytorch,pytorch,kiwi0fruit,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kiwifig,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kkdai,2018-05-01T07:00:00Z,ForkEvent,1,0,3,1
pytorch,pytorch,kkdai,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,3,1
pytorch,pytorch,kkdai,2018-05-01T07:00:00Z,WatchEvent,1,0,3,1
pytorch,pytorch,kkjh0723,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,kkk669,2018-02-01T08:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,kkk669,2018-02-01T08:00:00Z,PullRequestEvent,1,2,2,2
pytorch,pytorch,kkk669,2018-03-01T08:00:00Z,IssueCommentEvent,2,1,3,1
pytorch,pytorch,kkk669,2018-03-01T08:00:00Z,PullRequestEvent,1,2,3,2
pytorch,pytorch,kkk669,2018-03-01T08:00:00Z,WatchEvent,1,0,3,1
pytorch,pytorch,kkkknox,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kkorovesis,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,kkshmz,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,kligvasser,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,kligvasser,2018-05-01T07:00:00Z,WatchEvent,2,1,2,1
pytorch,pytorch,kliuchnikau,2018-02-01T08:00:00Z,WatchEvent,1,0,1,2
pytorch,pytorch,kliuchnikau,2018-04-01T07:00:00Z,WatchEvent,1,0,1,2
pytorch,pytorch,kloppjp,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,klshrinidhi,2018-02-01T08:00:00Z,ForkEvent,1,0,3,1
pytorch,pytorch,klshrinidhi,2018-02-01T08:00:00Z,IssueCommentEvent,2,1,3,3
