org,actor,type,event_months,event_weight,max_event_type_freq,event_type_most_common,event_type_diversity,months_pct,engagement_score
caffe2,01y,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,06094051,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,0wu,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,0x414c,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,0xpwn,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,1013553207,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,13983607003,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,307783,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,315567599,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,3b295,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,404fovnd,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,4DLCREATE,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,5a43,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,741zxc606,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,757113854,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,7oud,IssueCommentEvent,2,2,2,IssueCommentEvent,2,0.3,0.33999999999999997
caffe2,7oud,IssuesEvent,2,2,2,IssuesEvent,2,0.3,0.33999999999999997
caffe2,935048000,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,981935539,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,994374821,IssuesEvent,2,2,2,IssuesEvent,1,0.3,0.33999999999999997
caffe2,a-rogues-gallery,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aaron43071p,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aaronsey,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aazzolini,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,aazzolini,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,ab-sin-the,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,abakane1,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AbangSD,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ABcDexter,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,abdulazismaulana,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,abhi-kumar,ForkEvent,1,0,1,ForkEvent,3,0.2,0.2
caffe2,abhi-kumar,IssueCommentEvent,1,1,1,IssueCommentEvent,3,0.2,0.22
caffe2,abhi-kumar,PullRequestEvent,1,2,1,PullRequestEvent,3,0.2,0.24000000000000002
caffe2,abhi-rf,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,abhinavtech,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AbhirajHinge,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,AbhirajHinge,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,abhishekrana,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,abreheret,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,abreheret,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,abrichr,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,abrichr,PullRequestEvent,1,2,1,PullRequestEvent,2,0.2,0.24000000000000002
caffe2,absurdliyang,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,absurdliyang,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,Ac2zoom,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aca10jl,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ACAVJW4H,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,acewjh,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,acewjh,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,acnokegoo,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,acnokegoo,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,actank,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,activars,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,adalisan,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,adavoudi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Addlian,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,adepace2,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
caffe2,ADHwang,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aditijadhav38,IssueCommentEvent,1,2,1,IssueCommentEvent,1,0.2,0.24000000000000002
caffe2,Adolfawa,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Adventurous1,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,advorkin,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,Aeidelos,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aeioaeu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aeloyq,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,afantee,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,afcarl,ForkEvent,2,0,1,ForkEvent,1,0.3,0.3
caffe2,afritzler,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,afterc,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,again4you,PullRequestReviewCommentEvent,1,1,1,PullRequestReviewCommentEvent,1,0.2,0.22
caffe2,agdyangkang,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,agilmor,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,agluska,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
caffe2,aGrimes94,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aguardar,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ahkarami,IssueCommentEvent,2,1,2,IssueCommentEvent,2,0.3,0.32
caffe2,ahkarami,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,Ahmedfcis,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,Ahmedfcis,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ahujwcao,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ai-systems,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,aiifabbf,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aion82,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,airysen,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aiyi2099,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AIZERO,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ajinkyapuar,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ajphukan,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AJSir,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ajtulloch,IssueCommentEvent,2,1,2,IssueCommentEvent,1,0.3,0.32
caffe2,akai-z,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,akakcolin,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,akatoshking,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,akhabali,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,akiozihao,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,akirayu101,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,akiross,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,akm76,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Akramz,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Akshat4112,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,akshay-raj-dhamija,IssueCommentEvent,1,2,1,IssueCommentEvent,2,0.2,0.24000000000000002
caffe2,akshay-raj-dhamija,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,akshaybabloo,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Akumamos,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alaingalvan,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alanefl,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alanwang-dev,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,alanyannick,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,albertico,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,albertico-gov,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AlbertZLiang,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alecnicol,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,alecnicol,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,AleksandarKosev,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AlessandroCorradini,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alex-agency,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alex-egorov,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,AlexanderRadionov,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alexandresablayrolles,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,AlexanLee,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alexge233,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,AlexiaChen,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alexmedison,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alexpantyukhin,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AlexPnt,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,alexshnup,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Alfo5123,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Alhadis,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ali-syr,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Aliang-SEU,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,alicepeter,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aliceyayunji,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AliengirlLiv,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,AliengirlLiv,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,aligoglos,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,AllanSheng,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,ALLJISAN,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,almightyyeh,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AlphaGoMK,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AlphaQi,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,AlphaQi,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,alphardex,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AlphaShuo,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AlphaSue,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,alphilly2013,CommitCommentEvent,1,1,1,CommitCommentEvent,2,0.2,0.22
caffe2,alphilly2013,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,alphilly2013,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,alspxl,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,amad,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,amadeuzou,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,amandeepsaini,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,amaozhao,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,amerbaev,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,amh228,ForkEvent,1,0,1,ForkEvent,3,0.2,0.2
caffe2,amh228,IssueCommentEvent,1,2,1,IssueCommentEvent,3,0.2,0.24000000000000002
caffe2,amh228,IssuesEvent,1,2,1,IssuesEvent,3,0.2,0.24000000000000002
caffe2,amilajack,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ammaroy,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,amrfaissal,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,amudha1,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,amusi,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,anatlin,IssueCommentEvent,1,2,1,IssueCommentEvent,2,0.2,0.24000000000000002
caffe2,anatlin,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,anderspapitto,ForkEvent,1,0,1,ForkEvent,4,0.2,0.2
caffe2,anderspapitto,IssueCommentEvent,3,2,3,IssueCommentEvent,4,0.5,0.54
caffe2,anderspapitto,IssuesEvent,1,2,1,IssuesEvent,5,0.2,0.24000000000000002
caffe2,anderspapitto,PullRequestEvent,3,3,3,PullRequestEvent,4,0.5,0.56
caffe2,anderspapitto,PullRequestReviewCommentEvent,3,2,3,PullRequestReviewCommentEvent,4,0.5,0.54
caffe2,anderspapitto,PushEvent,2,2,2,PushEvent,4,0.3,0.33999999999999997
caffe2,andongchen,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,andongchen,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,AndranikSargsyan,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AndreLaMont,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,andrewnsk,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,andrewssobral,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,andrewstucki,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,andyleecloud,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,andyli,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,andyli,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,andyli,PullRequestEvent,1,2,1,PullRequestEvent,2,0.2,0.24000000000000002
caffe2,andyyankai,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aneesas,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,angersbach,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AngularLock,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,anguoyang,IssueCommentEvent,1,2,1,IssueCommentEvent,1,0.2,0.24000000000000002
caffe2,AniChikage,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Aniket965,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,anilgoktas,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,anirudh2290,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,anirudhgupta22,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ANRhine,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ANSHUMAN87,IssueCommentEvent,1,2,1,IssueCommentEvent,1,0.2,0.24000000000000002
caffe2,ansyeow,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Anubhav7,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,anywhy,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,anyxgit,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aohanyao,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AoSure,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AotY,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,apifamily,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,apiszcz,IssueCommentEvent,2,2,2,IssueCommentEvent,1,0.3,0.33999999999999997
caffe2,apiszcz,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
caffe2,Applepleple,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,apppur,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aqsc,ForkEvent,1,0,1,ForkEvent,3,0.2,0.2
caffe2,aqsc,IssueCommentEvent,1,1,1,IssueCommentEvent,3,0.2,0.22
caffe2,aqsc,IssuesEvent,1,2,1,IssuesEvent,3,0.2,0.24000000000000002
caffe2,aquinault,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,araffin,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ArduousBonze,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Aresluo,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,Aresluo,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,ARG-NCTU,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,arif-hanif,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,AriyanBinLayek,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,arjunmenon,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
caffe2,ArmstrongYang,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,arnaud-deprez,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,arogozhnikov,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,arogozhnikov,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,arpit1997,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,arpithparikh,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,arpitsharmagit,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,arrowhe,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ArtemisMucaj,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,artemrakhov,PullRequestReviewCommentEvent,1,1,1,PullRequestReviewCommentEvent,1,0.2,0.22
caffe2,Arthesfan,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,Arthesfan,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
caffe2,ArunkumarRamanan,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,asd4660506,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,Aserun,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,Aserun,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,ashishfarmer,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,ashtrisk,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,aspcat,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,assetvault,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,astroli,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,ateymour,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
caffe2,athmasagar,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,attomos,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,atulkulk,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,August2018,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,AugustinasMK,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,austingg,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,aveekbhat,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Avery-azz,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,avloss,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,awerdx520,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,awlsx,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,axionl,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,axNr,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,AyoGitNg,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Ayua,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,ayumiymk,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,ayumiymk,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,azgo14,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,azhengmain,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,azhirnov,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,azmfaridee,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Azure-Sky-L,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,BABALA258,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,backylee,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,badtiger8013,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,bagobor,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bahadirbulut,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bahuwang,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,BaileyGirl,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bakjos,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,balampbv,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Baldr-Y,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,BaranovMykola,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,Basasuya,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,batermj,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,batermj,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,Batname,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,Batname,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,bchamand,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bchwyl,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,bddppq,CommitCommentEvent,1,2,1,CommitCommentEvent,8,0.2,0.24000000000000002
caffe2,bddppq,CreateEvent,2,2,2,CreateEvent,6,0.3,0.33999999999999997
caffe2,bddppq,DeleteEvent,2,2,2,DeleteEvent,7,0.3,0.33999999999999997
caffe2,bddppq,ForkEvent,1,0,1,ForkEvent,6,0.2,0.2
caffe2,bddppq,IssueCommentEvent,4,4,4,IssueCommentEvent,5,0.7,0.7799999999999999
caffe2,bddppq,IssuesEvent,1,2,1,IssuesEvent,8,0.2,0.24000000000000002
caffe2,bddppq,PullRequestEvent,3,3,3,PullRequestEvent,6,0.5,0.56
caffe2,bddppq,PullRequestReviewCommentEvent,3,2,3,PullRequestReviewCommentEvent,6,0.5,0.54
caffe2,bddppq,PushEvent,2,3,2,PushEvent,7,0.3,0.36
caffe2,bdol,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,beardeer,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
caffe2,becster,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,benbarber,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bendidi,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,benedictflorance,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bengaspar,ForkEvent,1,0,1,ForkEvent,4,0.2,0.2
caffe2,bengaspar,IssueCommentEvent,1,1,1,IssueCommentEvent,4,0.2,0.22
caffe2,bengaspar,PullRequestEvent,1,2,1,PullRequestEvent,4,0.2,0.24000000000000002
caffe2,bengaspar,PullRequestReviewCommentEvent,1,1,1,PullRequestReviewCommentEvent,4,0.2,0.22
caffe2,benny03,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,Bentipe,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Benyuel,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,Beprominent,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bermanmaxim,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,BerserkerTiger,IssueCommentEvent,1,3,1,IssueCommentEvent,2,0.2,0.26
caffe2,BerserkerTiger,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
caffe2,bestHAI,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bestlin,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,betterHDH,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bfelbo,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bhavinthaker,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,bhgcbdi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bhuWenDongchao,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
caffe2,bienhuynh,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,BIGBALLON,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,BIGBALLON,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,BigBugGrow,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bigcat26,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bigdragon1977,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,bigfly1994,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
caffe2,bikong2,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
caffe2,bikong2,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
caffe2,billduc,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
caffe2,billnote,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
