org,actor,type,event_months,event_weight,max_event_type_freq,event_type_most_common,event_type_diversity,months_pct,engagement_score
pytorch,crispyrusk,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,crnsmile,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,crnsmile,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,crobro254,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,Cronusyuan,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,crosstreet74,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cruizen,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,crvdgc,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cryer,WatchEvent,3,0,1,WatchEvent,1,0.5,0.5
pytorch,crypdick,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cryptexcode,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,cryptobotai,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,Crysris,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,crystal520,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Crystallee612,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,crystaltiger,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
pytorch,crystaltiger,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,crystalxian,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,Cryzy-Orige,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cs-nobody,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cs-sun,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,CS15B061,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cs181-ai,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,csarofeen,IssueCommentEvent,4,2,4,IssueCommentEvent,2,0.7,0.74
pytorch,csarofeen,IssuesEvent,3,2,3,IssuesEvent,3,0.5,0.54
pytorch,csarofeen,PullRequestEvent,3,2,3,PullRequestEvent,3,0.5,0.54
pytorch,cscn89,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,CSD1004,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,csJoax,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,csjy309450,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cslxiao,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,csonder,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
pytorch,csonder,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,csqlwang,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,csrhddlam,ForkEvent,1,0,1,ForkEvent,3,0.2,0.2
pytorch,csrhddlam,IssueCommentEvent,2,1,2,IssueCommentEvent,2,0.3,0.32
pytorch,csrhddlam,IssuesEvent,1,2,1,IssuesEvent,3,0.2,0.24000000000000002
pytorch,csuffyy,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,csuji,PullRequestReviewCommentEvent,1,1,1,PullRequestReviewCommentEvent,1,0.2,0.22
pytorch,csukuangfj,IssuesEvent,1,2,1,IssuesEvent,3,0.2,0.24000000000000002
pytorch,csukuangfj,PullRequestEvent,1,2,1,PullRequestEvent,3,0.2,0.24000000000000002
pytorch,csukuangfj,WatchEvent,2,0,1,WatchEvent,2,0.3,0.3
pytorch,CSUMIT,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,csuzll,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cswhjiang,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,csy512889371,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
pytorch,csy512889371,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,csyanbin,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,csyecnu111,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,csyezheng,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,csyhhu,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,ctlllll,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,ctlPython,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Cugtyt,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuicaihao,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cuicaihao,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuidezhu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuijianaaa,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,CuiLihua,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cuimolei,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuiqiongjie,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuixiongwen,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuiyong0915,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cullengao,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuongmanhvo162,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cupen,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Cupido10,WatchEvent,3,0,1,WatchEvent,1,0.5,0.5
pytorch,cuppi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,curaai,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,curiosityredef,IssueCommentEvent,2,1,2,IssueCommentEvent,2,0.3,0.32
pytorch,curiosityredef,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,curiosityredef,WatchEvent,3,0,2,WatchEvent,1,0.5,0.5
pytorch,CuriousCat-7,ForkEvent,2,0,1,ForkEvent,1,0.3,0.3
pytorch,CuriousCat-7,WatchEvent,2,0,1,WatchEvent,2,0.3,0.3
pytorch,curiousily,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,curiousily,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cutedogspark,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cutejaneii,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cuteld,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cuterxy,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cv65kr,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cvfish,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cvluca,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,CVML,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cvqdev,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cwcai633,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cwcheng0,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cwchentw,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cwenner,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cwharland,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Cwickniss,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cwouyang,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cxhernandez,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cxm95,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cxmwmm,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cxtao,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cxvisionai,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cxz,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cy302,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cya410,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,Cyan27,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cyang019,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cyang49,IssueCommentEvent,1,2,1,IssueCommentEvent,1,0.2,0.24000000000000002
pytorch,cybaj,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cyberkoolman,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,CyberMonitor,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cybersiddhu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,CyberSurferX,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cyccty,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cycle337,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cycleuser,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
pytorch,cycleuser,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,cydonia999,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cyeet,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,CyFeng16,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cyj907,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cymqqqq,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,CynthiaLu1119,IssueCommentEvent,1,2,1,IssueCommentEvent,2,0.2,0.24000000000000002
pytorch,CynthiaLu1119,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,CYP0630,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cyrilzakka,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cyrta,IssueCommentEvent,2,1,2,IssueCommentEvent,2,0.3,0.32
pytorch,cyrta,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,cyrta,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,cysmith,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,cyueclone,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
pytorch,cyueclone,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,cyvius96,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cyxtj,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,cyxtj,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,czelusniakdawid,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,czhiming,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,czonios,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,czotti,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,czqInNanjing,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,czyzby,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,D-Cyans,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,d-huck,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,D-X-Y,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,D-X-Y,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,d-yokoi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,d123456ddq,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,d3ltcod,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,d3sm0,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,D4D3VD4V3,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,d78mdd,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Da-Capo,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,da-edra,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,DAA233,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,dabaozy,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Dabuk,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Dacehit,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dacer250,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dachuanwud,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,Dacrol,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DACUS1995,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaDaVision,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dadinghh2,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,daefresh,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaehanKim,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
pytorch,DaehanKim,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,daemon,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,daemon,IssueCommentEvent,2,2,2,IssueCommentEvent,2,0.3,0.33999999999999997
pytorch,daemon,IssuesEvent,2,2,2,IssuesEvent,2,0.3,0.33999999999999997
pytorch,daemonslayer,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,daeyun,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dagamayank,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,dahebolangkuan,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaHuzi-Fitness,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaiDongyang,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daijucug,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
pytorch,daijucug,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,daijucug,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,daikoda,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DailyActie,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,daisenryaku,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daisuke9,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daivuong7696,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daiyongya,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daizikai,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Daizt,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,dajiedaxiaojie,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dajunjin,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Damangir,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dami23,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,damienstanton,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,damingYang,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,damivazbien,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,damminhtien,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Damon2017,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dan801212,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danache,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
pytorch,danache,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,danakianfar,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danallison,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DanAmador,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dancerphil,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dancsi,IssueCommentEvent,2,2,1,IssueCommentEvent,2,0.3,0.33999999999999997
pytorch,dancsi,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,dancsi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dandelin,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,dandelin,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,dandengAI,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,dandengAI,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DandiestWaffle,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danfergo,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dangeng,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,dangitstam,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dangkhoasdc,WatchEvent,3,0,1,WatchEvent,1,0.5,0.5
pytorch,dangoron,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,danh1979,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daniaokuye,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daniel-j-h,IssueCommentEvent,2,1,2,IssueCommentEvent,2,0.3,0.32
pytorch,daniel-j-h,IssuesEvent,2,2,2,IssuesEvent,2,0.3,0.33999999999999997
pytorch,daniel7020,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,danielbelter,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DanielDagnino,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,DanielDagnino,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,danieldeng92,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DanielDworakowski,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,daniele-rapagnani,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danieleds,IssueCommentEvent,1,2,1,IssueCommentEvent,2,0.2,0.24000000000000002
pytorch,danieleds,IssuesEvent,1,2,1,IssuesEvent,2,0.2,0.24000000000000002
pytorch,danielg00,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danielhavir,WatchEvent,2,0,2,WatchEvent,1,0.3,0.3
pytorch,DanielJohnBenton,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danielkrupinski,ForkEvent,2,0,1,ForkEvent,2,0.3,0.3
pytorch,danielkrupinski,WatchEvent,2,0,1,WatchEvent,2,0.3,0.3
pytorch,danielsimig,IssueCommentEvent,1,1,1,IssueCommentEvent,2,0.2,0.22
pytorch,danielsimig,PullRequestEvent,1,2,1,PullRequestEvent,2,0.2,0.24000000000000002
pytorch,danielsimonjr,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DanielTakeshi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danielweiv,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
pytorch,danielweiv,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,Danielwho1,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaniFojo,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daniilsorokin,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danilkolikov,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danilosoba,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,danishpruthi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danlou,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danmackinlay,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,dann,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dannisi,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,dannyshin,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Danpar97,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danpovey,IssueCommentEvent,2,2,1,IssueCommentEvent,1,0.3,0.33999999999999997
pytorch,Danqi7,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dansamara,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,danshirron,IssuesEvent,1,2,1,IssuesEvent,1,0.2,0.24000000000000002
pytorch,DansonC,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,DansYU,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dantuluri,WatchEvent,3,0,1,WatchEvent,1,0.5,0.5
pytorch,daohuo,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,DaomingLyu,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
pytorch,DaomingLyu,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,daoqinzi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daoqiqi,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dapeng2018,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,DapengFeng,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,DaPenggg,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaphneXu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaPiYanZi,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,dapurv5,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daquexian,ForkEvent,1,0,1,ForkEvent,4,0.2,0.2
pytorch,daquexian,IssueCommentEvent,3,2,3,IssueCommentEvent,1,0.5,0.54
pytorch,daquexian,IssuesEvent,1,2,1,IssuesEvent,4,0.2,0.24000000000000002
pytorch,daquexian,PullRequestEvent,1,2,1,PullRequestEvent,4,0.2,0.24000000000000002
pytorch,darcyYe,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darius4691,WatchEvent,1,1,1,WatchEvent,1,0.2,0.22
pytorch,Dark-Rich,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darkbuck,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darkchii,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darkframemaster,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darkgt,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darkjh,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DarkMagician55,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darknoon,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,DarkoBomer,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,darkoromanov,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darkwh,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darkxinyu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darleneen,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darongliu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DaronWu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Darren9654,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darrenwang00,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DarteUnBeso,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darthdeus,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,darthsuogles,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DarwinniwraD,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,DarwinSenior,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dasayan05,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,Daseul-Hwang,IssueCommentEvent,1,1,1,IssueCommentEvent,1,0.2,0.22
pytorch,dasguptar,ForkEvent,1,1,1,ForkEvent,3,0.2,0.22
pytorch,dasguptar,IssueCommentEvent,3,1,2,IssueCommentEvent,1,0.5,0.52
pytorch,dasguptar,PullRequestEvent,1,2,1,PullRequestEvent,3,0.2,0.24000000000000002
pytorch,dasguptar,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dashesy,ForkEvent,1,0,1,ForkEvent,4,0.2,0.2
pytorch,dashesy,IssueCommentEvent,2,1,1,IssueCommentEvent,1,0.3,0.32
pytorch,dashesy,IssuesEvent,1,2,1,IssuesEvent,4,0.2,0.24000000000000002
pytorch,dashesy,PullRequestEvent,1,2,1,PullRequestEvent,4,0.2,0.24000000000000002
pytorch,dashesy,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,daspecster,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dast1,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dastjead,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,databhishek,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,datalee,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,datamonday,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
pytorch,datamonday,WatchEvent,1,0,1,WatchEvent,2,0.2,0.2
pytorch,datapython,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,datar-ai,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dataravenscroft,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,datascienceteam01,IssueCommentEvent,1,2,1,IssueCommentEvent,1,0.2,0.24000000000000002
pytorch,dataswang,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,Datazource,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,datduong,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,datduong,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,dathath,ForkEvent,2,0,1,ForkEvent,1,0.3,0.3
pytorch,datnamer,IssueCommentEvent,1,2,1,IssueCommentEvent,1,0.2,0.24000000000000002
pytorch,DatouHsu,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,Daulbaev,IssueCommentEvent,1,2,1,IssueCommentEvent,2,0.2,0.24000000000000002
pytorch,Daulbaev,IssuesEvent,2,2,2,IssuesEvent,2,0.3,0.33999999999999997
pytorch,Daulbaev,WatchEvent,2,0,1,WatchEvent,1,0.3,0.3
pytorch,davda54,WatchEvent,1,0,1,WatchEvent,1,0.2,0.2
pytorch,davemee,ForkEvent,1,0,1,ForkEvent,1,0.2,0.2
pytorch,DavexPro,ForkEvent,1,0,1,ForkEvent,2,0.2,0.2
