org,repo,event_month,type,events,actors
pytorch,ignite,2018-06-01T07:00:00Z,IssuesEvent,13,4
pytorch,ignite,2018-06-01T07:00:00Z,PullRequestEvent,20,2
pytorch,ignite,2018-06-01T07:00:00Z,PullRequestReviewCommentEvent,3,2
pytorch,ignite,2018-06-01T07:00:00Z,PushEvent,11,3
pytorch,ignite,2018-06-01T07:00:00Z,ReleaseEvent,1,1
pytorch,ignite,2018-06-01T07:00:00Z,WatchEvent,93,93
pytorch,ossci,2018-06-01T07:00:00Z,ForkEvent,1,1
pytorch,ossci,2018-06-01T07:00:00Z,MemberEvent,1,1
pytorch,ossci,2018-06-01T07:00:00Z,PublicEvent,1,1
pytorch,ossci,2018-06-01T07:00:00Z,PullRequestEvent,2,2
pytorch,ossci,2018-06-01T07:00:00Z,PushEvent,20,2
pytorch,ossci,2018-06-01T07:00:00Z,WatchEvent,1,1
pytorch,pytorch,2018-01-01T08:00:00Z,CommitCommentEvent,2,2
pytorch,pytorch,2018-01-01T08:00:00Z,CreateEvent,25,3
pytorch,pytorch,2018-01-01T08:00:00Z,DeleteEvent,16,2
pytorch,pytorch,2018-01-01T08:00:00Z,ForkEvent,295,288
pytorch,pytorch,2018-01-01T08:00:00Z,IssueCommentEvent,1906,284
pytorch,pytorch,2018-01-01T08:00:00Z,IssuesEvent,423,179
pytorch,pytorch,2018-01-01T08:00:00Z,PullRequestEvent,637,66
pytorch,pytorch,2018-01-01T08:00:00Z,PullRequestReviewCommentEvent,1155,47
pytorch,pytorch,2018-01-01T08:00:00Z,PushEvent,572,7
pytorch,pytorch,2018-01-01T08:00:00Z,WatchEvent,1257,1240
pytorch,pytorch,2018-02-01T08:00:00Z,CommitCommentEvent,2,2
pytorch,pytorch,2018-02-01T08:00:00Z,CreateEvent,27,5
pytorch,pytorch,2018-02-01T08:00:00Z,DeleteEvent,29,3
pytorch,pytorch,2018-02-01T08:00:00Z,ForkEvent,200,199
pytorch,pytorch,2018-02-01T08:00:00Z,GollumEvent,12,2
pytorch,pytorch,2018-02-01T08:00:00Z,IssueCommentEvent,1650,284
pytorch,pytorch,2018-02-01T08:00:00Z,IssuesEvent,366,143
pytorch,pytorch,2018-02-01T08:00:00Z,PullRequestEvent,562,65
pytorch,pytorch,2018-02-01T08:00:00Z,PullRequestReviewCommentEvent,1177,45
pytorch,pytorch,2018-02-01T08:00:00Z,PushEvent,514,7
pytorch,pytorch,2018-02-01T08:00:00Z,ReleaseEvent,1,1
pytorch,pytorch,2018-02-01T08:00:00Z,WatchEvent,748,734
pytorch,pytorch,2018-03-01T08:00:00Z,CreateEvent,26,3
pytorch,pytorch,2018-03-01T08:00:00Z,DeleteEvent,13,2
pytorch,pytorch,2018-03-01T08:00:00Z,ForkEvent,298,292
pytorch,pytorch,2018-03-01T08:00:00Z,GollumEvent,1,1
pytorch,pytorch,2018-03-01T08:00:00Z,IssueCommentEvent,2507,348
pytorch,pytorch,2018-03-01T08:00:00Z,IssuesEvent,510,204
pytorch,pytorch,2018-03-01T08:00:00Z,MemberEvent,4,1
pytorch,pytorch,2018-03-01T08:00:00Z,PullRequestEvent,758,81
pytorch,pytorch,2018-03-01T08:00:00Z,PullRequestReviewCommentEvent,1250,53
pytorch,pytorch,2018-03-01T08:00:00Z,PushEvent,692,8
pytorch,pytorch,2018-03-01T08:00:00Z,WatchEvent,845,833
pytorch,pytorch,2018-04-01T07:00:00Z,CommitCommentEvent,15,10
pytorch,pytorch,2018-04-01T07:00:00Z,CreateEvent,24,10
pytorch,pytorch,2018-04-01T07:00:00Z,DeleteEvent,9,4
pytorch,pytorch,2018-04-01T07:00:00Z,ForkEvent,387,382
pytorch,pytorch,2018-04-01T07:00:00Z,GollumEvent,3,2
pytorch,pytorch,2018-04-01T07:00:00Z,IssueCommentEvent,2427,387
pytorch,pytorch,2018-04-01T07:00:00Z,IssuesEvent,599,248
pytorch,pytorch,2018-04-01T07:00:00Z,MemberEvent,2,2
pytorch,pytorch,2018-04-01T07:00:00Z,PullRequestEvent,933,108
pytorch,pytorch,2018-04-01T07:00:00Z,PullRequestReviewCommentEvent,1602,76
pytorch,pytorch,2018-04-01T07:00:00Z,PushEvent,883,31
pytorch,pytorch,2018-04-01T07:00:00Z,ReleaseEvent,1,1
pytorch,pytorch,2018-04-01T07:00:00Z,WatchEvent,1173,1148
pytorch,pytorch,2018-05-01T07:00:00Z,CommitCommentEvent,3,3
pytorch,pytorch,2018-05-01T07:00:00Z,CreateEvent,29,8
pytorch,pytorch,2018-05-01T07:00:00Z,DeleteEvent,33,3
pytorch,pytorch,2018-05-01T07:00:00Z,ForkEvent,371,359
pytorch,pytorch,2018-05-01T07:00:00Z,IssueCommentEvent,2358,414
pytorch,pytorch,2018-05-01T07:00:00Z,IssuesEvent,581,262
pytorch,pytorch,2018-05-01T07:00:00Z,PullRequestEvent,881,122
pytorch,pytorch,2018-05-01T07:00:00Z,PullRequestReviewCommentEvent,1168,58
pytorch,pytorch,2018-05-01T07:00:00Z,PushEvent,924,37
pytorch,pytorch,2018-05-01T07:00:00Z,WatchEvent,1280,1263
pytorch,pytorch,2018-06-01T07:00:00Z,CommitCommentEvent,8,6
pytorch,pytorch,2018-06-01T07:00:00Z,CreateEvent,20,7
pytorch,pytorch,2018-06-01T07:00:00Z,DeleteEvent,5,5
pytorch,pytorch,2018-06-01T07:00:00Z,ForkEvent,306,299
pytorch,pytorch,2018-06-01T07:00:00Z,IssueCommentEvent,2627,369
pytorch,pytorch,2018-06-01T07:00:00Z,IssuesEvent,675,231
pytorch,pytorch,2018-06-01T07:00:00Z,MemberEvent,2,1
pytorch,pytorch,2018-06-01T07:00:00Z,PullRequestEvent,1170,125
pytorch,pytorch,2018-06-01T07:00:00Z,PullRequestReviewCommentEvent,1705,71
pytorch,pytorch,2018-06-01T07:00:00Z,PushEvent,998,36
pytorch,pytorch,2018-06-01T07:00:00Z,WatchEvent,797,773
pytorch,text,2018-01-01T08:00:00Z,CreateEvent,1,1
pytorch,text,2018-01-01T08:00:00Z,ForkEvent,18,17
pytorch,text,2018-01-01T08:00:00Z,IssueCommentEvent,24,13
pytorch,text,2018-01-01T08:00:00Z,IssuesEvent,16,8
pytorch,text,2018-01-01T08:00:00Z,MemberEvent,1,1
pytorch,text,2018-01-01T08:00:00Z,PullRequestEvent,12,5
pytorch,text,2018-01-01T08:00:00Z,PullRequestReviewCommentEvent,1,1
pytorch,text,2018-01-01T08:00:00Z,PushEvent,6,1
pytorch,text,2018-01-01T08:00:00Z,WatchEvent,102,102
pytorch,text,2018-02-01T08:00:00Z,ForkEvent,17,17
pytorch,text,2018-02-01T08:00:00Z,IssueCommentEvent,43,14
pytorch,text,2018-02-01T08:00:00Z,IssuesEvent,20,10
pytorch,text,2018-02-01T08:00:00Z,PullRequestEvent,28,9
pytorch,text,2018-02-01T08:00:00Z,PushEvent,10,2
pytorch,text,2018-02-01T08:00:00Z,WatchEvent,63,63
pytorch,text,2018-03-01T08:00:00Z,CreateEvent,2,1
pytorch,text,2018-03-01T08:00:00Z,ForkEvent,20,20
pytorch,text,2018-03-01T08:00:00Z,IssueCommentEvent,47,18
pytorch,text,2018-03-01T08:00:00Z,IssuesEvent,22,14
pytorch,text,2018-03-01T08:00:00Z,PullRequestEvent,17,7
pytorch,text,2018-03-01T08:00:00Z,PushEvent,10,1
pytorch,text,2018-03-01T08:00:00Z,WatchEvent,80,80
pytorch,text,2018-04-01T07:00:00Z,CommitCommentEvent,1,1
pytorch,text,2018-04-01T07:00:00Z,CreateEvent,1,1
pytorch,text,2018-04-01T07:00:00Z,ForkEvent,16,16
pytorch,text,2018-04-01T07:00:00Z,IssueCommentEvent,73,24
pytorch,text,2018-04-01T07:00:00Z,IssuesEvent,28,20
pytorch,text,2018-04-01T07:00:00Z,PullRequestEvent,25,9
pytorch,text,2018-04-01T07:00:00Z,PushEvent,16,2
pytorch,text,2018-04-01T07:00:00Z,WatchEvent,85,85
pytorch,text,2018-05-01T07:00:00Z,ForkEvent,17,17
pytorch,text,2018-05-01T07:00:00Z,IssueCommentEvent,40,12
pytorch,text,2018-05-01T07:00:00Z,IssuesEvent,31,18
pytorch,text,2018-05-01T07:00:00Z,PullRequestEvent,3,3
pytorch,text,2018-05-01T07:00:00Z,PushEvent,1,1
pytorch,text,2018-05-01T07:00:00Z,WatchEvent,56,56
pytorch,text,2018-06-01T07:00:00Z,ForkEvent,15,15
pytorch,text,2018-06-01T07:00:00Z,IssueCommentEvent,9,8
pytorch,text,2018-06-01T07:00:00Z,IssuesEvent,12,9
pytorch,text,2018-06-01T07:00:00Z,MemberEvent,1,1
pytorch,text,2018-06-01T07:00:00Z,PullRequestEvent,3,3
pytorch,text,2018-06-01T07:00:00Z,WatchEvent,58,57
pytorch,tnt,2018-01-01T08:00:00Z,CommitCommentEvent,2,1
pytorch,tnt,2018-01-01T08:00:00Z,CreateEvent,1,1
pytorch,tnt,2018-01-01T08:00:00Z,DeleteEvent,1,1
pytorch,tnt,2018-01-01T08:00:00Z,ForkEvent,15,15
pytorch,tnt,2018-01-01T08:00:00Z,IssueCommentEvent,40,10
pytorch,tnt,2018-01-01T08:00:00Z,IssuesEvent,17,7
pytorch,tnt,2018-01-01T08:00:00Z,PullRequestEvent,20,5
pytorch,tnt,2018-01-01T08:00:00Z,PushEvent,10,2
pytorch,tnt,2018-01-01T08:00:00Z,WatchEvent,42,42
pytorch,tnt,2018-02-01T08:00:00Z,ForkEvent,10,10
pytorch,tnt,2018-02-01T08:00:00Z,IssueCommentEvent,4,2
pytorch,tnt,2018-02-01T08:00:00Z,IssuesEvent,4,3
pytorch,tnt,2018-02-01T08:00:00Z,PullRequestEvent,7,4
pytorch,tnt,2018-02-01T08:00:00Z,PushEvent,2,1
pytorch,tnt,2018-02-01T08:00:00Z,WatchEvent,40,40
pytorch,tnt,2018-03-01T08:00:00Z,ForkEvent,4,4
pytorch,tnt,2018-03-01T08:00:00Z,IssueCommentEvent,2,2
pytorch,tnt,2018-03-01T08:00:00Z,IssuesEvent,4,4
pytorch,tnt,2018-03-01T08:00:00Z,PullRequestEvent,1,1
pytorch,tnt,2018-03-01T08:00:00Z,PushEvent,1,1
pytorch,tnt,2018-03-01T08:00:00Z,WatchEvent,45,45
pytorch,tnt,2018-04-01T07:00:00Z,CreateEvent,1,1
pytorch,tnt,2018-04-01T07:00:00Z,DeleteEvent,1,1
pytorch,tnt,2018-04-01T07:00:00Z,ForkEvent,5,5
pytorch,tnt,2018-04-01T07:00:00Z,IssueCommentEvent,1,1
pytorch,tnt,2018-04-01T07:00:00Z,IssuesEvent,2,1
pytorch,tnt,2018-04-01T07:00:00Z,PullRequestEvent,5,2
pytorch,tnt,2018-04-01T07:00:00Z,PushEvent,7,1
pytorch,tnt,2018-04-01T07:00:00Z,WatchEvent,33,33
pytorch,tnt,2018-05-01T07:00:00Z,CreateEvent,1,1
pytorch,tnt,2018-05-01T07:00:00Z,DeleteEvent,1,1
pytorch,tnt,2018-05-01T07:00:00Z,ForkEvent,10,10
pytorch,tnt,2018-05-01T07:00:00Z,IssueCommentEvent,10,3
pytorch,tnt,2018-05-01T07:00:00Z,IssuesEvent,5,2
pytorch,tnt,2018-05-01T07:00:00Z,PullRequestEvent,13,2
pytorch,tnt,2018-05-01T07:00:00Z,PushEvent,4,1
pytorch,tnt,2018-05-01T07:00:00Z,WatchEvent,50,49
pytorch,tnt,2018-06-01T07:00:00Z,ForkEvent,6,6
pytorch,tnt,2018-06-01T07:00:00Z,IssueCommentEvent,1,1
pytorch,tnt,2018-06-01T07:00:00Z,IssuesEvent,1,1
pytorch,tnt,2018-06-01T07:00:00Z,PullRequestEvent,2,2
pytorch,tnt,2018-06-01T07:00:00Z,PushEvent,1,1
pytorch,tnt,2018-06-01T07:00:00Z,WatchEvent,38,37
pytorch,translate,2018-05-01T07:00:00Z,CommitCommentEvent,1,1
pytorch,translate,2018-05-01T07:00:00Z,CreateEvent,8,3
pytorch,translate,2018-05-01T07:00:00Z,DeleteEvent,7,2
pytorch,translate,2018-05-01T07:00:00Z,ForkEvent,26,25
pytorch,translate,2018-05-01T07:00:00Z,IssueCommentEvent,51,12
pytorch,translate,2018-05-01T07:00:00Z,IssuesEvent,12,4
pytorch,translate,2018-05-01T07:00:00Z,PublicEvent,1,1
pytorch,translate,2018-05-01T07:00:00Z,PullRequestEvent,77,15
pytorch,translate,2018-05-01T07:00:00Z,PullRequestReviewCommentEvent,34,7
pytorch,translate,2018-05-01T07:00:00Z,PushEvent,48,6
pytorch,translate,2018-05-01T07:00:00Z,WatchEvent,202,200
pytorch,translate,2018-06-01T07:00:00Z,CreateEvent,2,1
pytorch,translate,2018-06-01T07:00:00Z,DeleteEvent,2,1
pytorch,translate,2018-06-01T07:00:00Z,ForkEvent,8,8
pytorch,translate,2018-06-01T07:00:00Z,IssueCommentEvent,4,2
pytorch,translate,2018-06-01T07:00:00Z,PullRequestEvent,98,13
pytorch,translate,2018-06-01T07:00:00Z,PushEvent,61,1
pytorch,translate,2018-06-01T07:00:00Z,WatchEvent,21,21
pytorch,tutorials,2018-01-01T08:00:00Z,ForkEvent,27,27
pytorch,tutorials,2018-01-01T08:00:00Z,IssueCommentEvent,25,6
pytorch,tutorials,2018-01-01T08:00:00Z,IssuesEvent,26,9
pytorch,tutorials,2018-01-01T08:00:00Z,PullRequestEvent,10,6
pytorch,tutorials,2018-01-01T08:00:00Z,PushEvent,7,2
pytorch,tutorials,2018-01-01T08:00:00Z,WatchEvent,69,68
pytorch,tutorials,2018-02-01T08:00:00Z,ForkEvent,17,17
pytorch,tutorials,2018-02-01T08:00:00Z,IssueCommentEvent,4,3
pytorch,tutorials,2018-02-01T08:00:00Z,IssuesEvent,1,1
pytorch,tutorials,2018-02-01T08:00:00Z,PullRequestEvent,8,7
pytorch,tutorials,2018-02-01T08:00:00Z,PushEvent,3,2
pytorch,tutorials,2018-02-01T08:00:00Z,WatchEvent,42,42
pytorch,tutorials,2018-03-01T08:00:00Z,ForkEvent,20,20
pytorch,tutorials,2018-03-01T08:00:00Z,IssueCommentEvent,10,5
pytorch,tutorials,2018-03-01T08:00:00Z,IssuesEvent,7,4
pytorch,tutorials,2018-03-01T08:00:00Z,PullRequestEvent,10,6
pytorch,tutorials,2018-03-01T08:00:00Z,PullRequestReviewCommentEvent,4,3
pytorch,tutorials,2018-03-01T08:00:00Z,PushEvent,8,2
pytorch,tutorials,2018-03-01T08:00:00Z,WatchEvent,49,49
pytorch,tutorials,2018-04-01T07:00:00Z,CommitCommentEvent,1,1
pytorch,tutorials,2018-04-01T07:00:00Z,CreateEvent,3,1
pytorch,tutorials,2018-04-01T07:00:00Z,ForkEvent,32,32
pytorch,tutorials,2018-04-01T07:00:00Z,IssueCommentEvent,11,5
pytorch,tutorials,2018-04-01T07:00:00Z,IssuesEvent,4,3
pytorch,tutorials,2018-04-01T07:00:00Z,PullRequestEvent,19,9
pytorch,tutorials,2018-04-01T07:00:00Z,PullRequestReviewCommentEvent,8,4
pytorch,tutorials,2018-04-01T07:00:00Z,PushEvent,17,2
pytorch,tutorials,2018-04-01T07:00:00Z,WatchEvent,55,55
pytorch,tutorials,2018-05-01T07:00:00Z,ForkEvent,31,29
pytorch,tutorials,2018-05-01T07:00:00Z,IssueCommentEvent,22,9
pytorch,tutorials,2018-05-01T07:00:00Z,IssuesEvent,8,6
pytorch,tutorials,2018-05-01T07:00:00Z,PullRequestEvent,26,14
pytorch,tutorials,2018-05-01T07:00:00Z,PullRequestReviewCommentEvent,8,2
pytorch,tutorials,2018-05-01T07:00:00Z,PushEvent,14,2
pytorch,tutorials,2018-05-01T07:00:00Z,WatchEvent,88,87
pytorch,tutorials,2018-06-01T07:00:00Z,ForkEvent,24,24
pytorch,tutorials,2018-06-01T07:00:00Z,IssueCommentEvent,11,5
pytorch,tutorials,2018-06-01T07:00:00Z,IssuesEvent,6,5
pytorch,tutorials,2018-06-01T07:00:00Z,PullRequestEvent,14,8
pytorch,tutorials,2018-06-01T07:00:00Z,PushEvent,7,2
pytorch,tutorials,2018-06-01T07:00:00Z,WatchEvent,42,42
pytorch,vision,2018-01-01T08:00:00Z,ForkEvent,72,70
pytorch,vision,2018-01-01T08:00:00Z,IssueCommentEvent,69,22
pytorch,vision,2018-01-01T08:00:00Z,IssuesEvent,32,19
pytorch,vision,2018-01-01T08:00:00Z,PullRequestEvent,19,9
pytorch,vision,2018-01-01T08:00:00Z,PushEvent,10,3
pytorch,vision,2018-01-01T08:00:00Z,WatchEvent,123,123
pytorch,vision,2018-02-01T08:00:00Z,ForkEvent,61,60
pytorch,vision,2018-02-01T08:00:00Z,IssueCommentEvent,84,22
pytorch,vision,2018-02-01T08:00:00Z,IssuesEvent,29,20
pytorch,vision,2018-02-01T08:00:00Z,PullRequestEvent,25,14
pytorch,vision,2018-02-01T08:00:00Z,PullRequestReviewCommentEvent,28,6
pytorch,vision,2018-02-01T08:00:00Z,PushEvent,10,3
pytorch,vision,2018-02-01T08:00:00Z,WatchEvent,88,87
pytorch,vision,2018-03-01T08:00:00Z,CommitCommentEvent,1,1
pytorch,vision,2018-03-01T08:00:00Z,CreateEvent,2,2
pytorch,vision,2018-03-01T08:00:00Z,DeleteEvent,1,1
pytorch,vision,2018-03-01T08:00:00Z,ForkEvent,74,72
pytorch,vision,2018-03-01T08:00:00Z,IssueCommentEvent,114,32
pytorch,vision,2018-03-01T08:00:00Z,IssuesEvent,17,11
pytorch,vision,2018-03-01T08:00:00Z,PullRequestEvent,22,8
pytorch,vision,2018-03-01T08:00:00Z,PullRequestReviewCommentEvent,23,6
pytorch,vision,2018-03-01T08:00:00Z,PushEvent,11,2
pytorch,vision,2018-03-01T08:00:00Z,WatchEvent,141,141
pytorch,vision,2018-04-01T07:00:00Z,CreateEvent,4,2
pytorch,vision,2018-04-01T07:00:00Z,DeleteEvent,2,2
pytorch,vision,2018-04-01T07:00:00Z,ForkEvent,65,64
pytorch,vision,2018-04-01T07:00:00Z,IssueCommentEvent,69,19
pytorch,vision,2018-04-01T07:00:00Z,IssuesEvent,18,11
pytorch,vision,2018-04-01T07:00:00Z,PullRequestEvent,19,10
pytorch,vision,2018-04-01T07:00:00Z,PullRequestReviewCommentEvent,17,4
pytorch,vision,2018-04-01T07:00:00Z,PushEvent,18,2
pytorch,vision,2018-04-01T07:00:00Z,ReleaseEvent,2,2
pytorch,vision,2018-04-01T07:00:00Z,WatchEvent,110,110
pytorch,vision,2018-05-01T07:00:00Z,CreateEvent,2,2
pytorch,vision,2018-05-01T07:00:00Z,DeleteEvent,1,1
pytorch,vision,2018-05-01T07:00:00Z,ForkEvent,84,84
pytorch,vision,2018-05-01T07:00:00Z,IssueCommentEvent,107,28
pytorch,vision,2018-05-01T07:00:00Z,IssuesEvent,26,17
pytorch,vision,2018-05-01T07:00:00Z,PullRequestEvent,46,17
pytorch,vision,2018-05-01T07:00:00Z,PullRequestReviewCommentEvent,23,6
pytorch,vision,2018-05-01T07:00:00Z,PushEvent,19,2
pytorch,vision,2018-05-01T07:00:00Z,WatchEvent,132,130
pytorch,vision,2018-06-01T07:00:00Z,ForkEvent,61,61
pytorch,vision,2018-06-01T07:00:00Z,IssueCommentEvent,69,25
pytorch,vision,2018-06-01T07:00:00Z,IssuesEvent,19,7
pytorch,vision,2018-06-01T07:00:00Z,PullRequestEvent,10,6
pytorch,vision,2018-06-01T07:00:00Z,PullRequestReviewCommentEvent,2,2
pytorch,vision,2018-06-01T07:00:00Z,PushEvent,4,2
pytorch,vision,2018-06-01T07:00:00Z,WatchEvent,98,98
